playerId,link,canon_name
8481093,https://www.eliteprospects.com/player/354123/rafael-harvey-pinard,
8465962,https://www.eliteprospects.com/player/70007/richard-parent,
8477566,https://www.eliteprospects.com/player/108653/sergei-tolchinsky,
8483524,https://www.eliteprospects.com/player/526239/shane-wright,
8480591,https://www.eliteprospects.com/player/477894/tom-hodges,
8471915,https://www.eliteprospects.com/player/12246/vitali-kolesnik,
8467940,https://www.eliteprospects.com/player/11993/yevgeni-konstantinov,
8479313,https://www.eliteprospects.com/player/161144/zach-sawchenko,
8481849,https://www.eliteprospects.com/player/281743/zack-hayes,
8476846,https://www.eliteprospects.com/player/2367/cristopher-nihlstorp,
8471778,https://www.eliteprospects.com/player/11568/jordan-smotherman,
8479718,https://www.eliteprospects.com/player/227670/alex-barre-boulet,
8479193,https://www.eliteprospects.com/player/45724/casey-desmith,
8478406,https://www.eliteprospects.com/player/203280/mackenzie-blackwood,
8476907,https://www.eliteprospects.com/player/183505/mackenzie-maceachern,
8481711,https://www.eliteprospects.com/player/375953/matias-maccelli,
8476391,https://www.eliteprospects.com/player/45686/t.j.-tynan,
8479581,https://www.eliteprospects.com/player/234448/jack-lafontaine,
8475825,https://www.eliteprospects.com/player/45342/jani-hakanpaa,
8480022,https://www.eliteprospects.com/player/300424/michael-dipietro,
8479375,https://www.eliteprospects.com/player/245965/will-bitten,
8446871,https://www.eliteprospects.com/player/85738/lee-fogolin,Lee Fogolin (born 1955)
,https://www.eliteprospects.com/player/85739/lee-fogolin,Lee Fogolin (born 1926)
8474709,,Matt Martin (born 1989)
8457232,,Matt Martin (born 1971)
8457436,,Scott Morrow (born 1969)
8482666,,Scott Morrow (born 2002)
8450293,,Mike Peluso (born 1965)
8460739,,Mike Peluso (born 1974)
8450825,,Stephane Richer (born June 1966)
8457803,,Stephane Richer (born April 1966)
8474578,https://www.eliteprospects.com/player/9878/erik-karlsson,Erik Karlsson (born 1990)
,https://www.eliteprospects.com/player/33395/erik-jinesjo-karlsson,Erik Karlsson (born 1994)
8477482,https://www.eliteprospects.com/player/242077/zach-sanford,Zachary Sanford
8474708,https://www.eliteprospects.com/player/11869/alexander-pechursky,Aleksander Pechursky
8468536,https://www.eliteprospects.com/player/9602/alexander-suglobov,Aleksander Suglobov
8479423,https://www.eliteprospects.com/player/212641/alexander-nylander,Alex Nylander
8482929,https://www.eliteprospects.com/player/415548/emil-martinsen-lilleberg,Emil Lilleberg
8478483,https://www.eliteprospects.com/player/223194/mitchell-marner,Mitchell Marner
8484121,,Connor Murphy (born 1998)
8476473,,Connor Murphy (born 1993)
8475690,https://www.eliteprospects.com/player/39601/christopher-tanev,Chris Tanev
